4.0,3.4,2.1,1,2,0.709602,1.30264,0.20326708553620992,0.2889139673144042,0.5078189320770566,-1.0,-1.0,-1.0,1.0,121,2,0.25,-0.05604419182613363,-0.3702212596342893,-0.18166889105059858,-0.429409187941672,-0.10542804268311529,-0.6666666666666667,-0.20000000000000018
2.3,3.25,3.5,2,2,1.12409,1.58509,0.26995942546141827,0.24980150251791802,0.4802389465076455,-1.0,-1.0,-1.0,1.0,122,1,0.4347826086956522,0.13533076198309146,0.44568986127532795,0.2990449410187453,0.30486871162013196,0.09250945578209885,0.41666666666666663,0.6000000000000001
1.6666666666666665,3.8,6.0,0,1,0.709485,1.19495,0.2195535273119037,0.30454694740161964,0.47589951936864233,-1.0,-1.0,-1.0,1.0,123,2,0.6000000000000001,0.18009941687038378,0.0864622480129491,0.3373495884331897,0.31091384321209226,0.16742255015562998,0.3333333333333335,0.20000000000000018
6.5,4.333333333333334,1.5555555555555556,2,1,0.332888,1.32839,0.09185708997337917,0.28360379383030904,0.6245390975997123,-1.0,-1.0,-1.0,1.0,124,0,0.15384615384615385,-0.44345508090942687,-0.3363699668085105,-0.8680800015285015,-0.7400206658126274,-1.620374500177785,-0.9999999999999998,-1.4000000000000001
2.875,3.6,2.5,0,3,0.372387,3.27478,0.01995623439958643,0.06896215087977246,0.9109221726776794,-1.0,-1.0,-1.0,1.0,125,2,0.34782608695652173,-0.17050876473324372,-0.9246804669115837,-0.46096373427214926,-0.481801136231989,-0.641404076383171,-1.25,-1.2000000000000002
1.7,3.8,5.75,4,0,2.83068,0.322061,0.8840640684979125,0.09152833873559893,0.0243661374288992,-1.0,-1.0,-1.0,1.0,126,0,0.5882352941176471,0.1051119607821347,0.6589796808786903,0.15370042354009758,0.5313667703957012,0.48052359090107516,1.0,0.8
1.4,5.25,8.5,1,0,2.16487,0.202798,0.8345413890324226,0.13957675777402398,0.025878813753294358,-1.0,-1.0,-1.0,1.0,127,0,0.7142857142857143,0.07804620553942954,-0.22517157984263192,0.0497982272425716,-1.1102230246251565E-16,-0.12890551923741433,-0.08333333333333337,0.0
1.8333333333333335,3.6,5.0,1,4,1.08612,2.61697,0.1353370930197398,0.16333978055922896,0.7013035062362675,-1.0,-1.0,-1.0,1.0,128,2,0.5454545454545454,0.14829229161353297,0.5257508814287886,0.4709969711540196,0.6603580674733315,0.561996946393159,0.7499999999999998,1.0000000000000002
1.625,4.2,6.0,4,1,3.22353,0.818937,0.8342119567414873,0.10509758780126056,0.060552257861685554,-1.0,-1.0,-1.0,1.0,129,0,0.6153846153846154,0.10286454006119072,0.05888192025187733,0.28886868041437735,0.14912138408925077,0.4207164244383782,0.0,0.19999999999999996
1.5333333333333332,4.5,6.5,0,1,0.696183,1.30739,0.19870504425368846,0.28849696761215476,0.5127979724614861,-1.0,-1.0,-1.0,1.0,130,2,0.6521739130434783,0.1377938708728319,0.637060596995954,0.24022960342625688,0.5175470451411981,0.15797448498150615,1.0833333333333333,0.5999999999999999
