Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,HomeScore,AwayScore,HomeXg,AwayXg,SimulatedHomeProbability,SimulatedDrawProbability,SimulatedAwayProbability,538HomeProbability,538DrawProbability,538AwayProbability,ProbabilityOfGame,DatabaseGameId,FinalResult,HomeTeamAveragePoints,HomeTeamAvgPointsLast5,AwayTeamAveragePoints,AwayTeamAveragePointsLast5,AwayTeamPointsAgainstOpponentLast2Seasons,HomeTeamAverageGoals,AwayTeamAverageGoals,HomeTeamAvgXgFor,AwayTeamAvgXgFor,HomeTeamAvgXgAgainst,AwayTeamAvgXgAgainst,HomeTeamFormXgFor,AwayTeamFormXgFor
2,3.6,3.75,0,2,1.10014,1.13005,0.348067625987781,0.288895439361807,0.363036929059458,0.4549,0.2458,0.2992,1,4239,2,1.66666666666667,2.4,1.96296296296296,2.6,1.4,1.33333333333333,1.92592592592593,1.45812274074074,1.35655092592593,1.216235,1.16668177777778,0.462756709791125,-0.230201391275396
1.64,3.75,6,0,1,1.60766,0.800471,0.565527523276248,0.248803711310345,0.185668623171388,0.6604,0.2389,0.1008,1,4240,2,1.33333333333333,1.4,0.777777777777778,0.2,1.33333333333333,1.22222222222222,0.814814814814815,1.13108495925926,0.879388814814815,0.978982744444444,1.59930488888889,-0.333912312983781,-0.546530978173237
11,5,1.33,0,2,0.541391,2.42399,0.064284128892473,0.144884508807693,0.790822038832557,0.1058,0.1888,0.7054,1,4241,2,0.481481481481482,0,2.55555555555556,2.2,2,0.592592592592593,2.59259259259259,0.815947037037037,2.31050637037037,1.35718003703704,0.735923407407407,-0.592897633898753,0.436058618488013
3.1,3.29,2.37,2,1,1.58504,0.947318,0.522599347703419,0.251802789437216,0.225597739954233,0.3668,0.2747,0.3585,1,4242,0,1.18518518518519,1.4,1.22222222222222,1.4,1.6,0.888888888888889,1.81481481481482,0.963252518518518,1.35291592592593,1.42657533333333,1.30079355555556,-0.489214953909077,-0.105818089542231
1.3,5.25,12,3,0,1.6219,0.87523,0.549869200401167,0.247794357463246,0.202336285948907,0.6952,0.1997,0.1051,1,4243,0,2.25925925925926,2.4,1.40740740740741,1.4,0,1.66666666666667,1.66666666666667,1.33084659259259,1.29965393333333,0.808897814814815,1.27736188888889,0.252616228185242,-0.209668020135814
3.5,3.5,2.1,0,2,1.02723,1.88056,0.203443075090735,0.223350738855134,0.573205457749522,0.3603,0.2706,0.3691,1,4244,2,0.740740740740741,0.6,1.51851851851852,0.8,1.4,0.740740740740741,1.33333333333333,0.859445333333333,1.26142892592593,1.88655974074074,1.20872074814815,-0.555671375454166,-0.230362183533952
1.85,3.2,5,2,0,1.26084,1.34791,0.34809401198668,0.263088215257225,0.388817740418189,0.523,0.2924,0.1846,1,4245,0,1.18518518518519,1,1.22222222222222,0.8,1.66666666666667,1,0.851851851851852,1.15896759259259,0.880401885185185,1.234213,1.07019514814815,-0.488358798314338,-0.349432818263409
2.1,3.39,3.39,1,3,0.783255,1.71568,0.168114390855978,0.23571558125178,0.596169746756205,0.4617,0.2745,0.2638,1,4246,2,1.14814814814815,1.8,1.37037037037037,1.4,1,0.888888888888889,1.59259259259259,0.936039777777778,1.12733396296296,1.35864766666667,1.40136192592593,-0.48021116704861,-0.355048087363897
3.29,3.2,2.29,2,1,1.71343,1.91049,0.351501871737871,0.217546520583444,0.430950475211151,0.3026,0.2925,0.4049,1,4247,0,0.857142857142857,0.8,1.39285714285714,0.8,1.66666666666667,0.821428571428571,1.25,0.876570321428572,1.04387689285714,1.59960328571429,1.15540503571429,-0.454526169741038,-0.081412907007754
1.7,3.79,5,1,1,1.26948,0.310044,0.614669262129703,0.295501552414231,0.089829174066965,0.5049,0.258,0.2372,1,4248,1,0.678571428571429,0.4,0.714285714285714,0.4,0.8,0.892857142857143,0.714285714285714,1.09251928571429,0.865437642857142,1.50528982142857,1.88634546428571,-0.342397234605727,-0.462126218627661
1.44,4.5,7.5,3,1,2.69263,1.24894,0.679751036382369,0.165079327613277,0.155143841077165,0.6235,0.2345,0.1421,1,4249,0,2,2.6,1.10714285714286,1.2,1,1.92857142857143,0.892857142857143,1.34846160714286,0.930583178571429,1.16430528571429,1.37139882142857,-0.194197293456547,-0.514685106767939
1.7,3.6,5.25,1,2,0.424264,0.80265,0.180870444944814,0.401830348322452,0.417299206661312,0.5254,0.2551,0.2195,1,4250,2,1.17857142857143,1.4,1.28571428571429,1.2,2.33333333333333,1.78571428571429,1.17857142857143,1.33843028571429,1.14810549642857,1.31094521428571,0.972607325,-0.199177900490006,-0.248345456960058
2.29,3.29,3.2,3,0,0.756102,0.175768,0.471428503833326,0.447868637290738,0.080702858839561,0.4901,0.273,0.2368,1,4251,0,1.42857142857143,1.4,1.25,1.8,2.4,1.64285714285714,0.928571428571429,1.14834632142857,0.985459214285714,1.37928667857143,1.409459,-0.17702798218959,-0.295849604320697
3.79,3.39,2,2,1,1.73518,0.452713,0.690180711122398,0.219133046182608,0.090685926472226,0.374,0.28,0.346,1,4252,0,1.17857142857143,0.8,1.60714285714286,1.8,2.33333333333333,0.821428571428571,1.28571428571429,0.897098603571429,1.44533764285714,1.07700389285714,1.21315696428571,-0.233650363697557,0.330432087898899
1.14,8.5,17,2,0,2.93887,0.9045,0.785305095486874,0.129450280418126,0.085185672539975,0.8762,0.1011,0.0227,1,4253,0,2.57142857142857,2.6,1.25,1.4,0,2.57142857142857,1.03571428571429,2.31455935714286,1.16260589285714,0.728975821428571,1.23827360714286,0.593746454606751,-0.31860788577279
3.6,3.39,2.1,2,1,1.39436,0.418953,0.61652965979625,0.273235966126746,0.110234342760388,0.258,0.2754,0.4666,1,4254,0,1.57142857142857,1.4,2.28571428571429,2.4,0.4,1.35714285714286,1.71428571428571,1.28354075,1.34124135714286,1.20223893571429,0.811266821428571,-0.174271572835649,0.275596698916709
1.53,4,7,0,0,1.38296,0.483684,0.594153168601684,0.276707836221135,0.129138966500464,0.5922,0.2479,0.1598,1,4255,1,1.35714285714286,1.2,0.464285714285714,0,1.8,1.60714285714286,0.571428571428571,1.28449593571429,0.806141464285714,1.28966682142857,1.39528039285714,-0.140667968805564,-0.493306327275917
1.16,8,15,6,3,3.51065,1.69932,0.716347065940416,0.134268526235551,0.149087218531888,0.8113,0.1239,0.0647,1,4256,0,2.03571428571429,2.4,1.53571428571429,2.4,3,2.39285714285714,1.42857142857143,2.30125071428571,1.22656285714286,1.02810273928571,1.10201289285714,0.755832965865048,-0.342138693807288
1.61,3.79,6,1,1,0.922091,1.91933,0.175444630368978,0.21732654015682,0.607227932477965,0.6472,0.2232,0.1296,1,4257,1,1.48275862068966,1.8,0.931034482758621,1.4,0,1.48275862068966,0.862068965517241,1.24286482758621,0.905427551724138,1.18506934482759,1.61032351724138,-0.088799705176894,-0.20138838623435
2.2,3.25,3.39,1,1,1.85897,0.487787,0.706659843706515,0.204198462588384,0.089141048012578,0.4757,0.2618,0.2625,1,4259,1,1.20689655172414,1.4,1.3448275862069,1.4,0.6,1,1.55172413793103,1.15370568965517,1.28789124827586,1.29691486206897,1.26187431034483,-0.195074869686736,-0.108581074818459
9.5,6,1.28,0,3,0.91426,2.3974,0.125603661966661,0.172402628060258,0.701985342223673,0.0937,0.1258,0.7806,1,4258,2,0.724137931034483,0.6,2.06896551724138,2.4,2.2,0.724137931034483,2.51724137931034,0.846286137931034,2.34295413793103,1.86507424137931,1.05124816206897,-0.645406119327889,1.1690340011845
4.5,4,1.7,2,2,3.6851,1.48888,0.773325341720279,0.116513191223037,0.109707275882603,0.1666,0.1937,0.6397,1,4260,1,1.55172413793103,1.2,2.58620689655172,2.6,2.4,1.27586206896552,2.55172413793103,1.41110920689655,2.33608731034483,1.23115775862069,0.735028379310345,0.091751342709889,0.870458939169349
1.9,3.25,4.33333333333333,0,0,0.638324,0.537352,0.320334045105914,0.423853793453388,0.255812161434644,0.501,0.2931,0.206,1,4261,1,1.20689655172414,1.6,1.06896551724138,0.6,1,0.896551724137931,0.896551724137931,0.957538827586207,0.941561,1.38692944827586,1.41695851724138,-0.52276687288338,-0.364855151504526
3.79,3.2,2.1,0,1,0.824763,0.0824376,0.532578719925593,0.431519185486345,0.035902094491158,0.3399,0.2871,0.373,1,4262,2,1.24137931034483,1.4,2.03448275862069,2.6,3,0.862068965517241,1.96551724137931,0.925997962068966,1.39481224137931,1.05547662068966,1.16722372413793,-0.044732013844596,0.184659824550447
2.2,3.29,3.29,0,0,0.54378,0.711691,0.244437029943255,0.406315933263032,0.349247036774538,0.4726,0.2545,0.2729,1,4263,1,1.3448275862069,0.8,1.13793103448276,0.8,1.4,1.24137931034483,1.75862068965517,1.07376010344828,1.30690731034483,1.17464727586207,1.29341779310345,0.016661998315613,-0.286469256617505
4.5,3.29,1.9,1,0,0.79479,0.374247,0.428192927099716,0.410135764957366,0.161671307879021,0.352,0.3124,0.3356,1,4264,0,0.482758620689655,0.2,1.62068965517241,1.8,2.6,0.551724137931034,1.37931034482759,0.79502224137931,1.28736210344828,1.39485555172414,1.17522907586207,-0.57147545081408,0.01506961501612
1.33,5,10,1,0,0.673107,1.05793,0.230270819968612,0.327500601153419,0.442228577316668,0.8436,0.1283,0.0282,1,4265,0,2.20689655172414,1.8,0.689655172413793,0.6,0.4,1.68965517241379,0.896551724137931,1.30943831034483,1.09862137931035,0.831373482758621,1.46407444827586,0.01087604025896,-0.411014292025724
2.14,3.1,3.6,0,1,0.938055,0.792933,0.372513481854696,0.33544080114521,0.292045716528734,0.5058,0.2731,0.2211,1,4266,2,1.3448275862069,1.2,1.48275862068966,2,1.33333333333333,1.20689655172414,1.68965517241379,1.13619323793103,1.13482065517241,0.953698934482759,1.33778603448276,-0.313332896291472,-0.296110236642192
2,3.29,4,3,2,1.63966,0.66021,0.61063830850641,0.241966742058854,0.147394774513673,0.4517,0.3105,0.2378,1,4267,0,0.666666666666667,0.4,0.566666666666667,0.8,2,0.866666666666667,0.566666666666667,1.097265,0.7950145,1.43770886666667,1.36083526666667,-0.251621589708948,-0.523716357076078
2.5,3,3.1,2,0,1.48909,0.138374,0.728770944168612,0.239022003546857,0.032206989093724,0.3901,0.316,0.2939,1,4268,0,1.06666666666667,0.8,1.3,1.2,3,0.866666666666667,1.16666666666667,0.928087366666667,1.12958863,1.39100403333333,0.94834007,-0.48603572569736,-0.334932430839293
2.2,3.5,3.2,4,0,2.31598,1.74101,0.509890216247225,0.198257859999602,0.291845643969957,0.4346,0.242,0.3234,1,4269,0,1.33333333333333,1,1.53333333333333,1.4,2,1.53333333333333,1.3,1.26122110666667,1.4869089,1.2817775,1.2397485,-0.283717771631086,0.80633141220483
2.25,3.6,3.1,2,0,2.26948,0.500493,0.777081421985673,0.156790952416181,0.066122757466784,0.4552,0.2768,0.2681,1,4270,0,1.53333333333333,2,1.33333333333333,1,2,1.66666666666667,1.2,1.1234244,1.0560941,1.32446166666667,1.1592154,-0.262274161102334,-0.174912949539152
1.1,9,29,3,1,2.70223,0.64842,0.805730875546316,0.129261503591559,0.064980943736348,0.8824,0.1004,0.0172,1,4271,0,2.53333333333333,2.2,1.2,1.2,0,2.53333333333333,0.833333333333333,2.30784706666667,0.922623463333333,0.8333641,1.02304198666667,0.717274764721839,-0.11916419141793
1.8,3.7,4.5,2,1,1.83153,1.55654,0.444704228538134,0.224762183500353,0.330532933001892,0.522,0.264,0.214,1,4272,0,0.933333333333333,1.6,0.7,0.4,0.333333333333333,0.866666666666667,0.7,0.9392243,0.848551933333333,1.58738243333333,1.88281843333333,0.032523874117341,-0.518301630013158
1.7,3.89,5,1,1,2.34722,1.29841,0.607765549921514,0.191232265944531,0.200995374875444,0.6154,0.2,0.1847,1,4273,1,2.1,2.4,2.23333333333333,1.8,1.2,2.53333333333333,1.66666666666667,2.344769,1.28822726666667,1.04668189,0.838925366666667,1.00985694054355,-0.189584831874745
1.95,3.5,3.89,5,0,3.53372,0.592456,0.897125343803065,0.07233825360842,0.030221795483671,0.5169,0.2412,0.2419,1,4274,0,1.13333333333333,1,1.46666666666667,2,1,1.7,1.46666666666667,1.28706676666667,1.23217236666667,1.26842986666667,1.2095447,-0.330591011428646,-0.238657908193016
1.39,4.5,7.5,1,0,1.99031,1.15464,0.567391714502361,0.215713337301833,0.21689364469485,0.6108,0.2492,0.14,1,4275,0,2.06666666666667,2.6,1.2,1.6,0.6,1.93333333333333,0.866666666666667,1.35106642,0.946898333333333,1.15580836666667,1.3586102,-0.104764886759579,-0.58673378397288
1.85,3.39,4.75,1,3,0.559924,3.71849,0.024089323221501,0.061728388810437,0.91369122168792,0.4974,0.2742,0.2284,1,4276,2,1.56666666666667,1.2,1.2,1,1,1.33333333333333,1,1.25692493333333,1.1772145,1.16254777333333,1.26994393333333,-0.243849926668944,0.002967770148741
2.04,3.5,3.6,0,1,0.457016,1.37059,0.122985413881652,0.278417149346048,0.598597410733257,0.4484,0.2592,0.2924,1,4277,2,1.41935483870968,1.4,1.58064516129032,2.4,1,1.41935483870968,1.67741935483871,1.21153635483871,1.16039393548387,1.28451809677419,1.29788203225806,-0.347986897811428,0.08086052917325
1.7,3.89,4.75,2,2,1.10632,1.13249,0.349341467403291,0.288240764603985,0.362417762173594,0.5458,0.2356,0.2186,1,4278,1,1.48387096774194,0.8,1.51612903225806,1.2,1,1.25806451612903,1.32258064516129,1.49510570967742,1.23444103225806,1.27446564516129,1.24499752258065,0.719556684153623,-0.360392428335042
1.25,6,11,2,1,1.95235,1.49801,0.48361064418808,0.218993104640006,0.297395116163125,0.7705,0.1516,0.0779,1,4279,0,2.54838709677419,2.6,2.09677419354839,3,1,2.54838709677419,1.90322580645161,2.32056909677419,1.37168718064516,0.827398161290322,1.15577067741935,0.957753076874713,0.079351284930316
4,3.79,1.8,0,1,0.706793,3.17928,0.050861055455674,0.100025948850538,0.848991144860276,0.2618,0.2371,0.5011,1,4280,2,0.67741935483871,0.2,1.19354838709677,1.4,1.4,0.709677419354839,1.80645161290323,0.871390258064516,1.3595394516129,1.88116396774194,1.24662425806452,-0.396436830843202,0.333100566428516
3,3.2,2.45,1,0,1.74594,0.791146,0.601209782900417,0.232390688938369,0.166399190859342,0.4112,0.2832,0.3056,1,4281,0,1.16129032258065,1.2,1.38709677419355,1.6,2,0.838709677419355,1.61290322580645,0.913778190322581,1.29524558709677,1.07720934193548,1.2965914516129,-0.135609168563447,0.056269546276686
1.6,4,6,2,3,0.765312,1.29636,0.220294806099961,0.288448534108431,0.491256645461487,0.6145,0.2328,0.1527,1,4282,2,1.25806451612903,1.4,0.741935483870968,1,0.4,1.06451612903226,0.935483870967742,1.25919112903226,1.11476161290323,1.24704006451613,1.41262825806452,0.641211384278223,-0.119010008948378
1.9,3.29,4.33333333333333,0,1,1.2615,0.118099,0.67548921017149,0.290574272066444,0.033936507125441,0.5392,0.2816,0.1793,1,4283,2,1.29032258064516,0.4,1.12903225806452,0.8,0.666666666666667,1.16129032258065,0.903225806451613,1.03817148387097,0.946184225806452,1.19503038709677,1.35059661290323,-0.337176878821031,-0.22933931177302
1.25,5.5,15,3,0,1.12328,0.675734,0.462591125823766,0.316973690288004,0.220435180878306,0.8223,0.145,0.0327,1,4284,0,2.19354838709677,1.4,1,2.2,1,1.64516129032258,0.903225806451613,1.28855574193548,0.96800835483871,0.887580032258065,1.58638751612903,-0.079256596406059,0.011570797254672
2.04,3.1,4.09,1,0,0.696539,0.515034,0.350093797717568,0.414465732681643,0.235440469585979,0.5132,0.3144,0.1724,1,4285,0,1.25806451612903,0.6,1.16129032258065,1,2,1.12903225806452,0.838709677419355,1.09761396451613,0.953599677419355,0.965783616129032,1.37898761290323,-0.564356831462803,-0.440342429646326
8.5,5.25,1.33,1,2,1.18107,2.29821,0.184254021594152,0.191664961263673,0.624075496669683,0.122,0.1644,0.7136,1,4286,2,0.548387096774194,0.8,2.06451612903226,2.6,2.2,0.612903225806452,2.48387096774194,0.790665967741935,2.34484806451613,1.36982961290323,1.0548021516129,-0.587161984473725,1.13446636374099
2.2,3.6,3.1,0,0,1.897,1.79029,0.413275417194145,0.216169519501417,0.370553830484366,0.3578,0.2458,0.3964,1,4287,1,0.8125,1.4,1.46875,0.4,2.2,1,1.28125,1.1204365625,1.48295615625,1.392399625,1.27002890625,-0.076927522840316,0.504998132470056
3.5,3.79,2,2,2,3.39681,2.27463,0.600388451034813,0.155091134993019,0.244293901317122,0.1963,0.2024,0.6012,1,4288,1,1.34375,1,2.5625,2.6,1.4,1.5625,2.53125,1.279492475,2.30906225,1.31063359375,0.84835478125,-0.029313675776357,0.917459638301196
1.53,3.89,7,2,1,1.38187,0.206095,0.679674988726263,0.266797516677129,0.053527466161781,0.4967,0.2856,0.2176,1,4289,0,1.5,1.4,1.21875,1.2,1.33333333333333,1.34375,0.84375,1.2312550625,0.939783246875,1.24066385,1.0682698625,-0.305788232541604,0.010630260674189
1.9,3.29,4.33333333333333,0,1,0.472484,0.287037,0.300669686586721,0.533461450045161,0.16586886336795,0.4251,0.3277,0.2472,1,4290,2,1.125,0.8,1.25,0.2,1.6,0.8125,1.125,0.9398945,1.0451505,1.35766109375,1.16137628125,-0.442944226267003,-0.27515681234158
1.61,3.75,6,1,2,0.840314,0.535543,0.401889757084673,0.379725021985719,0.218385220809368,0.5613,0.2648,0.174,1,4291,2,2.03125,2.4,1.3125,1.2,1.66666666666667,1.875,1.125,1.37563476875,1.085080371875,1.18066378125,0.951697690625,0.227166423375156,-0.593879776822909
1.16,7.5,15,1,1,1.42965,0.929328,0.48663894123637,0.268487709081509,0.244873308387891,0.8377,0.1064,0.0559,1,4292,1,2.09375,2.6,1.21875,1.4,0.2,2.46875,1.09375,2.343390625,1.24375740625,1.058748021875,1.2485813125,1.08294486957994,0.319079473692538
2.87,3.29,2.5,3,0,0.806834,0.463384,0.408223522854529,0.395935625263495,0.195840851806164,0.3578,0.2689,0.3733,1,4293,0,1.25,1.4,2.21875,2,2.4,1.78125,1.6875,1.41640634375,1.283390875,1.22975453125,0.88095984375,0.574354432885903,-0.175219326336802
1.9,3.39,4,1,2,0.908885,1.05082,0.306954865736063,0.311203136219962,0.381841996315971,0.4567,0.2825,0.2608,1,4294,2,1.1875,1.4,1.375,0.8,0,0.90625,1.375,0.9203065625,1.18795759375,1.34781234375,1.28720784375,-0.441237330603958,-0.471206681423087
1.9,3.29,4.33333333333333,1,0,1.28691,0.547059,0.548327205763895,0.293663455295434,0.158009325738454,0.4431,0.3046,0.2523,1,4295,0,0.96875,2,0.53125,0.8,2.33333333333333,0.875,0.625,0.95887478125,0.80286609375,1.57191540625,1.3988415,-0.044283410123512,-0.40880452625852
1.36,5.25,7,1,0,1.37854,0.0209842,0.740780338937699,0.253887196187982,0.005332437166541,0.6803,0.2045,0.1152,1,4296,0,1.625,3,0.65625,0.2,1.8,1.65625,0.6875,1.1669625625,0.86624659375,1.27160496875,1.92173009375,0.082163372686389,-0.43228543764853
2.37,3.39,3,0,0,0.719922,0.978814,0.259694302317314,0.336350486509492,0.403955210495777,0.5193,0.2786,0.2021,1,4297,1,1.18181818181818,1.2,0.818181818181818,1.6,1,0.848484848484848,0.96969696969697,0.91755026969697,1.14396878787879,1.0777728969697,1.40445690909091,-0.250669516994358,0.099047131307263
2.14,3,4,0,1,0.401553,0.618811,0.199645968673061,0.455704321993395,0.344649709329789,0.472,0.3195,0.2085,1,4298,2,1.3030303030303,0.8,1.36363636363636,1.8,0.666666666666667,1.12121212121212,1.15151515151515,1.02217736363636,1.06842772424242,1.14050075757576,0.948322427272727,-0.474023632693685,-0.606690027929682
2.5,3.6,2.7,1,1,0.79777,2.36216,0.108596823801917,0.168938840234095,0.722457102599192,0.4407,0.2494,0.3099,1,4299,1,1.33333333333333,1.2,1.96969696969697,1.8,1.8,1.57575757575758,1.84848484848485,1.34365361212121,1.35941292727273,1.33984560606061,1.16111466666667,0.615128547855232,0.142528894875117
2.04,3.25,4,0,2,1.95052,0.949254,0.607347820488303,0.215011941884861,0.177639179668307,0.5152,0.2882,0.1966,1,4300,2,1.42424242424242,0.8,1.09090909090909,0.2,0,1.39393939393939,0.787878787878788,1.18380190909091,0.925730545454545,1.27574351515152,1.32521793939394,-0.427653097004815,-0.504431240012752
4.2,3.39,1.95,2,0,1.01179,1.24873,0.299193346404512,0.284005734351727,0.416800908770822,0.2874,0.2773,0.4352,1,4301,0,0.515151515151515,0.8,1.3030303030303,2,1,0.606060606060606,1.81818181818182,0.795114363636364,1.39793445454545,1.39544963636364,1.20653118181818,-0.56281749625639,0.412234363726927
3.1,3.39,2.29,0,4,0.349971,1.59228,0.077349984549373,0.235114148466159,0.687535738506513,0.3719,0.2928,0.3353,1,4302,2,0.636363636363636,0.2,1.15151515151515,1.4,1.66666666666667,0.666666666666667,0.909090909090909,0.840632581818182,0.919960454545455,1.90526978787879,1.33881257575758,-0.636869270423898,-0.425508708890469
1.53,3.79,7,0,0,1.23503,0.674891,0.497271255445046,0.29974210874323,0.202986627352237,0.6305,0.237,0.1326,1,4303,1,2.15151515151515,1.4,1.66666666666667,3,0.2,1.63636363636364,1.63636363636364,1.25854218181818,1.173374,0.878713606060606,1.23370736969697,-0.323007127565102,-0.074174993922709
1.66,3.75,5.5,1,3,1.7848,1.50007,0.445687089395668,0.228482198481272,0.325830219915589,0.6098,0.24,0.1502,1,4304,2,1.21212121212121,1,1.03030303030303,2,0.333333333333333,1.09090909090909,0.878787878787879,1.23422924242424,0.968815242424242,1.25406824242424,1.54085915151515,0.206954599800654,-0.061195432592634
4,3.75,1.85,2,1,1.83277,0.975459,0.574946536703933,0.227043633770513,0.198009271141465,0.3474,0.2569,0.3957,1,4305,0,1.08823529411765,2,1.45454545454545,0.6,1.66666666666667,0.941176470588235,1.24242424242424,0.984440382352941,1.4922693030303,1.54803388235294,1.28902803030303,0.015603864949464,0.478221193102542
1.36,4.75,9,1,1,2.35325,1.00232,0.674340704879928,0.180488485561334,0.145163839856338,0.6228,0.2584,0.1188,1,4306,1,1.14705882352941,0.8,0.617647058823529,0,1,0.823529411764706,0.647058823529412,0.926422411764706,0.826201358823529,1.34360917647059,1.89606420588235,-0.459945808797443,-0.724862346757317
1.8,3.75,4.2,3,1,1.76162,0.352972,0.724150441486004,0.208219059243664,0.067630129174508,0.5837,0.2277,0.1886,1,4307,0,1.26470588235294,2,1.17647058823529,1,1.6,1.76470588235294,1.08823529411765,1.39354608823529,1.2504225,1.2008035,1.26130358823529,0.272495863704286,0.216201161971702
1.44,4.75,7,2,1,1.77458,2.02363,0.345170060311863,0.211465924593891,0.443362077266915,0.8622,0.1023,0.0356,1,4309,0,2.06060606060606,2.2,1.17647058823529,0.8,0,2.42424242424242,0.823529411764706,2.31570151515151,0.911737673529412,1.0548262030303,1.07486234117647,0.857475824059954,-0.359135865018496
1.66,3.79,5.25,4,1,4.36585,1.51033,0.837381286747699,0.086289746927197,0.07444349771149,0.4478,0.2535,0.2987,1,4308,0,1.54545454545455,1.4,1.32352941176471,1.2,0.8,1.36363636363636,1.55882352941176,1.23581915151515,1.32759821176471,1.20931327878788,1.36991367647059,-0.150941140031203,0.370510244224758
1.95,3.2,4.5,1,1,1.77205,1.33037,0.478803698432187,0.232328443335863,0.288867445837653,0.5255,0.2801,0.1944,1,4311,1,1.41176470588235,1.8,1.38235294117647,0.8,3,1.14705882352941,1.35294117647059,1.05520370294118,1.20635244117647,0.932240973529412,1.26614088235294,-0.585439960341201,-0.164414307602096
3.75,3.1,2.1,0,1,0.52622,1.07453,0.17918003659326,0.332970799125358,0.487849162438797,0.2906,0.2985,0.4109,1,4312,2,1.20588235294118,2,2.11764705882353,1.6,1.66666666666667,1,1.58823529411765,0.93973455882353,1.25785064705882,1.309729,0.872718823529412,-0.397378978637549,-0.241924688098069
1.44,4.2,7.5,0,0,0.748181,1.29179,0.216045447066631,0.289523472366965,0.494431066781063,0.5507,0.2667,0.1826,1,4310,1,1.94117647058824,1.4,1.26470588235294,0.8,2,1.82352941176471,1.08823529411765,1.38890548823529,1.00392370588235,1.15042805882353,1.12515694117647,0.362475269641187,-0.492210081338445
13,7,1.19,2,4,2.46343,3.65273,0.244007269486408,0.148299303115527,0.607261933813718,0.1457,0.1835,0.6708,1,4313,2,0.823529411764706,1.6,2.51515151515152,2.2,2,0.941176470588235,2.51515151515152,1.13911129411765,2.30801884848485,1.38432352941176,0.925580696969697,0.049545624238023,0.929093830288397
1.39,4.5,7.5,2,1,1.91249,0.587902,0.690803150858136,0.203713416668293,0.105482568037186,0.5997,0.2651,0.1351,1,4314,0,1.64705882352941,2.6,0.588235294117647,1.2,0.6,1.58823529411765,0.647058823529412,1.15871273529412,0.801487176470588,1.23374627058824,1.39113435294118,-0.106586896957183,-0.470798417646838
2.1,3.7,3.29,1,0,0.916975,0.63922,0.403038971669415,0.353892546338549,0.243068481669067,0.425,0.2397,0.3353,1,4315,0,1.41176470588235,0.6,1.31428571428571,2.4,2,1.23529411764706,1.8,1.477069,1.40406248571429,1.30502044117647,1.17657974285714,0.215522174238671,0.329451000719391
2.04,3.29,3.6,1,4,1.57265,1.82278,0.33567400261365,0.2248549901396,0.439470367401848,0.451,0.2935,0.2555,1,4316,2,1.37142857142857,0.8,1.25714285714286,0.8,3,1.34285714285714,1.05714285714286,1.2098958,1.01214845714286,1.28059542857143,1.1143862,-0.023778474083925,-0.333817075709716
2.04,3.39,3.5,2,0,1.08298,0.179778,0.598169817650577,0.340657541474226,0.061172638867292,0.4303,0.2701,0.2996,1,4317,0,1.14285714285714,0.8,1.68571428571429,2.6,0.6,1.08571428571429,1.6,1.22478105714286,1.18024922857143,1.27559834285714,1.21529357714286,-0.049807003521223,0.050398739046819
1.75,3.79,4.5,1,1,0.995172,0.802341,0.389186547765233,0.326879096179974,0.283934355194675,0.5639,0.2262,0.2098,1,4318,1,1.28571428571429,1,0.8,1.6,0.8,1.54285714285714,0.971428571428571,1.33281912,1.17694897142857,1.45551185714286,1.44913514285714,0.353136863471599,0.421621543936093
2.39,3.5,2.87,1,0,1.31831,0.531287,0.562007070028002,0.288317175720126,0.149675737121552,0.4129,0.2603,0.3268,1,4319,0,1.58823529411765,1.4,1.91428571428571,1,0.6,1.44117647058824,1.77142857142857,1.32787888235294,1.37059907428571,1.21816671176471,1.15446697142857,0.635778225858951,0.177612466936772
2.14,3.25,3.6,0,3,1.66977,1.75049,0.370526203501506,0.225494336134477,0.403978902176932,0.4288,0.316,0.2552,1,4320,2,0.571428571428571,0.6,1.17142857142857,1.8,2.33333333333333,0.657142857142857,0.971428571428571,0.795384742857143,0.927919857142857,1.40603022857143,1.30300902857143,-0.514559880882187,-0.384658939860515
1.53,3.75,7.5,0,2,0.39488,1.01747,0.14157921985323,0.351682617171408,0.50673816196681,0.6902,0.2382,0.0716,1,4321,2,2.14285714285714,1.6,1.14285714285714,0.8,0.8,1.57142857142857,0.828571428571429,1.25261291428571,0.967188914285714,0.862818857142857,1.33385805714286,-0.240243266073551,-0.23066290806867
2.39,3.2,3.1,0,1,1.97436,1.26465,0.538965861768006,0.218061235511326,0.242971694656818,0.2854,0.2954,0.4192,1,4322,2,0.628571428571429,0.2,1.4,2,2,0.657142857142857,1.14285714285714,0.83123332,1.07568502571429,1.90912665714286,0.943616088571428,-0.628969054185635,-0.312602690844136
1.7,4.5,4.2,2,2,1.31039,1.69458,0.297077657801066,0.237964395202748,0.464957683933802,0.5042,0.1933,0.3025,1,4323,1,2.52941176470588,2.2,2.08823529411765,2.2,0.8,2.55882352941176,2.41176470588235,2.34756917647059,2.29978617647059,0.970811558823529,1.08332043235294,1.26392199036336,0.818036282750848
