Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,HomeScore,AwayScore,HomeXg,AwayXg,SimulatedHomeProbability,SimulatedDrawProbability,SimulatedAwayProbability,538HomeProbability,538DrawProbability,538AwayProbability,ProbabilityOfGame,DatabaseGameId,FinalResult,HomeTeamAveragePoints,HomeTeamAvgPointsLast5,AwayTeamAveragePoints,AwayTeamAveragePointsLast5,AwayTeamPointsAgainstOpponentLast2Seasons,HomeTeamAverageGoals,AwayTeamAverageGoals,HomeTeamAvgXgFor,AwayTeamAvgXgFor,HomeTeamAvgXgAgainst,AwayTeamAvgXgAgainst,HomeTeamFormXgFor,AwayTeamFormXgFor
1.33,5.5,10.5,1,0,0.991813,1.10222,0.321928959143343,0.299437224117209,0.378633813542484,0.8118,0.141,0.0472,1,3693,0,2,2.4,0.4,0.8,0,1.9,0.4,1.745096,1.1394103,0.6105138,1.7962329,0.51200901328234,0.16385274962332
1.39,5.5,7.5,3,1,1.38911,0.340407,0.639056648639571,0.271677518867615,0.089265802417956,0.667,0.185,0.1481,1,3694,0,2.8,3,1.9,2.4,1.25,3.5,1.9,2.829193,1.9680784,0.623147,1.0629489,1.80585588004753,0.968132621412011
2.54,3.1,3.2,1,0,1.8417,0.773586,0.627431715138202,0.220901099264135,0.151666599100286,0.3863,0.2648,0.3489,1,3695,0,1.9,1.8,2.3,2,1.25,1.8,2.3,1.1890773,1.9045759,0.9227467,0.949146,-0.142455109101922,0.214923394682197
2.29,3.29,3.5,3,2,1.81843,1.29417,0.497483260153876,0.229472323750118,0.27304388779611,0.4398,0.268,0.2922,1,3696,0,0.8,0.8,1.5,1.4,1.25,0.7,1.5,0.9086277,1.2704183,1.4345425,1.4134521,-0.297075960514196,0.016171572028381
2.54,3.5,2.87,2,0,2.24246,0.591192,0.75090597910816,0.166717555195347,0.082372144300949,0.3497,0.259,0.3913,1,3697,0,1.72727272727273,1.8,2.09090909090909,2.4,1.5,1.81818181818182,1.81818181818182,1.82010827272727,1.67661572727273,1.09259990909091,0.655214363636364,0.655414466059008,0.182901784961755
7,4.09,1.57,0,4,0.590655,1.71709,0.123144922901585,0.229031492494115,0.647823301101205,0.1806,0.2412,0.5782,1,3698,2,0.909090909090909,0.4,2,1.8,2.5,0.818181818181818,1.72727272727273,0.838751727272727,1.24840663636364,1.151832,0.909186636363636,-0.37740841380236,0.116297168173558
1.44,5,7.5,3,0,2.06277,0.563886,0.726167006402472,0.184299299254713,0.089531826131571,0.6894,0.1983,0.1124,1,3699,0,1.72727272727273,1.6,1.18181818181818,1,1.5,1.90909090909091,0.818181818181818,1.94777245454545,1.05617472727273,1.2102352,1.10510581818182,0.81275768821769,-0.230010418872206
2.35,3,3.75,2,0,1.5427,0.431402,0.6514422509043,0.247870669071665,0.100686988048498,0.4973,0.2971,0.2057,1,3700,0,1.72727272727273,2,0.727272727272727,0.6,3,0.909090909090909,0.636363636363636,0.558216818181818,0.845343909090909,1.32914445454545,1.47860263636364,-0.592953585074559,-0.222322264086396
2.25,3.25,3.6,2,2,2.02983,0.926114,0.629668124803792,0.206615924979481,0.163714362873,0.4198,0.273,0.3073,1,3701,1,0.363636363636364,0.8,1,0.8,1.5,0.363636363636364,0.909090909090909,1.13602936363636,0.991337,1.72310381818182,1.42178136363636,0.24581611221749,-0.121562495385647
8.5,5.75,1.36,0,2,0.0970457,2.40056,0.009393442201486,0.102598709087131,0.887999372346563,0.1343,0.1837,0.6819,1,3702,2,1.18181818181818,1.8,2.81818181818182,3,1,1.45454545454545,3.45454545454545,1.21314909090909,2.69827636363636,1.11184018181818,0.597443363636364,-0.090592524829633,1.43593218503565
1.8,3.6,5.25,4,0,1.38782,1.1633,0.420511089201349,0.264820900061252,0.314667976559548,0.5231,0.2913,0.1857,1,3703,0,0.909090909090909,1.4,1.36363636363636,1.2,1.25,0.636363636363636,0.727272727272727,0.690124636363636,0.658906018181818,1.57386045454545,1.02959836363636,-0.419021434323622,-0.755290986128357
1.28,5.75,13,4,1,2.57424,1.08708,0.694052641157122,0.166633645379619,0.139296973161057,0.8095,0.1521,0.0385,1,3704,0,2.09090909090909,1.4,1.27272727272727,1,1,2.09090909090909,0.909090909090909,1.80175863636364,1.10225563636364,1.03028727272727,1.02886718181818,0.123902371011648,-0.767364225921956
2.29,3.2,3.6,2,0,1.24547,1.43369,0.32754823079815,0.257992577483399,0.414459140281171,0.4937,0.2517,0.2547,1,3705,0,1.36363636363636,0.8,0.818181818181818,1,1,1.54545454545455,1,1.27257754545455,0.870927363636364,1.45026827272727,1.43000454545455,-0.022964445978714,-0.478010405164495
2.39,3.1,3.5,2,2,0.490058,1.20507,0.150721459241478,0.309062237533002,0.540216296757103,0.3703,0.2933,0.3364,1,3706,1,1.36363636363636,1.6,1.09090909090909,1.4,1.25,1,1.18181818181818,0.743443909090909,0.994306363636364,1.19954654545455,1.63595981818182,-0.341828176985743,-0.063988249570919
2.79,3.25,2.75,1,1,0.775297,0.453851,0.398174722871285,0.404856825679481,0.196968451400847,0.3688,0.2731,0.3581,1,3707,1,0.75,0.4,1.08333333333333,1.6,2.5,0.916666666666667,1.33333333333333,0.91782425,1.120140475,1.41462666666667,1.2192335,-0.36265237205519,-0.193043809531316
1.22,7,15,1,1,1.91526,0.71711,0.65778331365739,0.210218882957999,0.131996926006328,0.8178,0.1479,0.0343,1,3708,1,1.91666666666667,1.8,0.833333333333333,0.2,0.75,1.66666666666667,0.75,1.58616375,0.818077,0.787484833333333,1.19893683333333,0.011824361448589,-0.362689219442679
3,3.25,2.6,0,0,0.879594,0.449075,0.440423519571262,0.380199668677262,0.179376811551919,0.3918,0.2947,0.3135,1,3709,1,0.666666666666667,0.6,1.08333333333333,1.8,2.5,0.583333333333333,0.916666666666667,0.81084875,0.748265916666667,1.48394408333333,1.53964708333333,-0.391177311701161,-0.224710666651807
2.29,3.5,3.29,0,3,0.86002,2.05844,0.147201861308088,0.201272910621855,0.651523399020135,0.3888,0.2795,0.3317,1,3710,2,1.16666666666667,0.8,1.5,1.2,3,0.916666666666667,1.58333333333333,1.100991,1.27031858333333,1.15764825,1.44888675,-0.561324987623285,-0.063356970847672
1.18,7.5,21,1,0,1.50148,0.565072,0.602403799796891,0.25909361285767,0.138502518334161,0.8228,0.1432,0.034,1,3711,0,2.16666666666667,1.4,1.33333333333333,1.8,1.25,2.25,1.08333333333333,1.86613208333333,0.722328416666667,1.03502,1.20000683333333,0.47926998280419,-0.542846587284762
1.95,3.6,4.2,2,1,1.48339,0.628292,0.579969007356869,0.262995059158038,0.157035872816418,0.4215,0.268,0.3105,1,3712,0,0.416666666666667,1,1.08333333333333,1,0.75,0.5,1.25,1.21051275,1.01187,1.656688,1.540468,0.336374243254026,-0.046610323541826
2.14,3.6,3.5,1,1,1.50368,0.739983,0.554938843800305,0.26126497144007,0.183796114639234,0.4251,0.2425,0.3324,1,3713,1,1.83333333333333,2,2.08333333333333,2.4,0.5,2,1.91666666666667,1.95735558333333,1.28746358333333,1.15637276666667,0.882642333333333,0.848984311617813,0.228537376130169
1.85,3.6,4.75,4,1,1.97034,0.147724,0.820090810305001,0.157897991605815,0.022010025586481,0.4673,0.2718,0.2608,1,3714,0,1.08333333333333,1,1,1,1.75,0.75,1,1.01515066666667,0.98590175,1.18491116666667,1.47245208333333,-0.334095114154155,-0.29041932608469
6,4.2,1.6,0,1,0.402745,0.990669,0.147559538151419,0.357563839590408,0.49487662150779,0.2548,0.2633,0.4819,1,3715,2,1.83333333333333,2,1.83333333333333,1.8,3,1,1.83333333333333,0.640257083333333,1.85530425,1.25433258333333,1.05081591666667,-0.428690847896828,0.888372258635165
19,8,1.18,1,2,0.537698,1.90061,0.096224329389399,0.202084273259939,0.701690586451402,0.0605,0.14,0.7995,1,3716,2,1.25,1.2,2.83333333333333,3,1.25,0.666666666666667,3.33333333333333,0.70093885,2.67346666666667,1.05945016666667,0.555743558333333,-0.669108353232632,1.39912909332219
5.25,3.75,1.75,2,1,0.924575,2.50552,0.118320161171938,0.163807482883827,0.717859478950281,0.2104,0.2544,0.5352,1,3717,0,1.07692307692308,1.6,1.84615384615385,1.4,1.25,1.30769230769231,1.61538461538462,1.06888743846154,1.61147884615385,1.18508453846154,0.782071384615384,-0.384976773815153,0.187949062753108
2.7,3.1,3,0,0,0.475162,0.584296,0.23906568459156,0.449725871487607,0.311208443918721,0.3881,0.3002,0.3117,1,3718,1,1.23076923076923,1.6,0.615384615384615,1,1.25,1,0.615384615384615,0.710231769230769,1.23150330769231,1.22319707692308,1.57758061538462,-0.524621940463571,0.23801118244052
5.25,3.79,1.75,2,4,0.5316,1.63491,0.116989137840059,0.23799110411797,0.645019588377359,0.2119,0.2419,0.5462,1,3719,2,1.61538461538462,1.2,2.23076923076923,1.8,2.25,1.69230769230769,2.15384615384615,1.33094330769231,1.83808192307692,1.40358930769231,0.998870153846154,0.177680209364246,0.43482077876981
2.37,3.1,3.5,2,2,0.845327,1.1342,0.271396142458634,0.305892439644228,0.422711414433927,0.4498,0.3011,0.2491,1,3720,1,0.846153846153846,0.2,1.07692307692308,0.6,1.5,0.769230769230769,0.846153846153846,0.810310307692308,1.08245476923077,1.25403861538462,1.22693992307692,-0.289610622915343,-0.568210428217464
2.2,3.2,3.89,1,2,0.915088,1.08519,0.302065048056139,0.306909434392188,0.391025515187862,0.4088,0.307,0.2842,1,3721,2,1.07692307692308,2,1.69230769230769,1.8,1.5,0.846153846153846,0.923076923076923,0.725251230769231,0.621986923076923,1.48887376923077,1.23405076923077,-0.427250270822189,-0.483535865089288
1.19,7.5,17,5,0,4.47889,0.475716,0.95521180298046,0.032248303005525,0.010223855882638,0.8266,0.1354,0.038,1,3722,0,1.92307692307692,2.4,1.15384615384615,1.2,1.25,1.76923076923077,0.692307692307692,1.78879384615385,0.688381861538461,1.00096430769231,1.12415476923077,0.60036329814304,-0.506342654507807
1.19,7.5,17,1,0,2.30012,0.0411427,0.890220141853777,0.105530537658567,0.004243759626495,0.8256,0.1351,0.0393,1,3723,0,2,2.6,0.692307692307692,0.2,1.25,1.84615384615385,0.538461538461538,1.24534969230769,0.816136846153846,0.930414461538461,1.40433876923077,0.06730559043096,-0.458396254609204
2.45,3.25,3.25,4,0,0.90791,0.275413,0.503072886992598,0.387725307474723,0.109201805248441,0.4545,0.2562,0.2893,1,3724,0,0.923076923076923,0.8,0.769230769230769,0.4,1.25,1,0.923076923076923,0.921426538461538,0.906860615384615,1.51075115384615,1.34072084615385,-0.477111286230184,-0.382973404041392
1.22,7,15,2,1,1.64952,1.7066,0.37407714614996,0.227982244071482,0.397940157565326,0.8402,0.1213,0.0386,1,3725,0,2.84615384615385,3,1.23076923076923,1.4,1,3.23076923076923,1,2.61401615384615,1.08862676923077,0.554355438461538,1.10512753846154,1.25963677832498,-0.126099356448949
6,4.5,1.57,0,3,0.846748,2.58757,0.099807226015178,0.152433791965856,0.747741387698113,0.2023,0.2174,0.5803,1,3726,2,1,1,1.76923076923077,2,3,1.23076923076923,1.92307692307692,0.982364,1.92245746153846,1.53607738461539,1.12434278461538,-0.292056742656369,0.791997650380026
1.22,6.75,17,3,1,2.31677,0.519549,0.779886308127572,0.153529568577858,0.066578150854385,0.8207,0.1334,0.0458,1,3727,0,2.07142857142857,2.6,1.07142857142857,0.2,0.5,1.78571428571429,0.928571428571429,1.32069042857143,1.08615085714286,0.86689505,1.19968185714286,0.274424500515528,-0.456117475009252
1.85,3.6,4.75,2,0,0.820024,0.223429,0.484022192882231,0.4197451944997,0.096232612527245,0.5725,0.2495,0.178,1,3728,0,1.07142857142857,1.4,1.07142857142857,0.6,1.25,1.21428571428571,0.642857142857143,0.920461071428571,0.673191442857143,1.42251271428571,1.36377871428571,-0.4660361762111,-0.511069067803932
2.04,3.29,4.2,1,0,1.61269,0.789388,0.569663452003248,0.248067959690737,0.182268441320786,0.453,0.2942,0.2528,1,3729,0,1.21428571428571,1.6,1.78571428571429,2.4,1.5,1.35714285714286,1,1.05857940714286,0.655072857142857,1.27940135714286,1.21126771428571,-0.253106676515211,-0.463572841124658
1.83,3.7,4.75,2,1,1.24743,0.320601,0.604761073667309,0.300516703102044,0.094722213812739,0.495,0.2802,0.2247,1,3730,0,0.928571428571429,1,0.642857142857143,0.2,1,1.14285714285714,0.5,0.972677142857143,0.760780121428571,1.611184,1.46832314285714,-0.288441253146123,-0.566115131341518
5.25,4.33333333333333,1.64,1,1,0.352672,0.788817,0.153562616097103,0.414514240842964,0.431923143001248,0.2167,0.2374,0.5458,1,3731,1,1.5,1.2,1.71428571428571,0.8,3,1.71428571428571,1.57142857142857,1.27384735714286,1.67533892857143,1.42011221428571,0.792250214285714,0.016442618561646,0.471070662449447
2.7,3.1,3,0,0,1.65178,0.80924,0.574117554688069,0.243705776336371,0.182176479928195,0.387,0.3015,0.3115,1,3732,1,0.857142857142857,0.4,0.642857142857143,1.2,1.5,0.857142857142857,0.571428571428571,0.8128115,1.18527421428571,1.24547871428571,1.49883642857143,-0.312611197955738,0.018783117599621
7,4.33333333333333,1.53,1,5,0.897613,1.77566,0.18747722758976,0.231460986287854,0.581061383974953,0.1533,0.2265,0.6202,1,3733,2,1.21428571428571,1.2,1.85714285714286,2.6,1.25,0.928571428571429,2,0.693441071428572,1.9699655,1.17756128571429,1.10451458571429,-0.669071109193832,0.856871391631173
2.35,3.39,3.25,1,3,4.24057,2.06831,0.74642862639821,0.114085844162823,0.137996480396783,0.4194,0.2585,0.3221,1,3734,2,2,2.4,2.28571428571429,2.4,1,2,2.28571428571429,1.98094357142857,1.82356964285714,0.963446571428571,0.965493714285714,1.28895628129959,0.38394575715428
3.39,3.29,2.35,1,1,1.11195,1.00264,0.379107764164233,0.297698691847844,0.323193540446792,0.3701,0.2907,0.3392,1,3735,1,1,1.4,1.14285714285714,0.8,1.75,0.857142857142857,1,0.738811,1.13276771428571,1.46003921428571,1.14401271428571,-0.400178395424334,0.193486623047903
1.11,12,26,2,1,2.45603,0.474483,0.81040724933984,0.136207767219361,0.053374382040866,0.8932,0.0824,0.0243,1,3736,0,2.85714285714286,3,0.714285714285714,0.4,1,3.14285714285714,0.857142857142857,2.54512357142857,0.861757214285714,0.636658621428571,1.30980578571429,1.08082569912835,-0.596064591492583
7.5,4.5,1.5,1,0,0.418127,1.18891,0.130166307134613,0.313212805295778,0.556620881986668,0.1454,0.1971,0.6575,1,3737,0,0.666666666666667,0.2,2.13333333333333,2.6,1.75,0.866666666666667,1.86666666666667,0.835938933333333,1.38709573333333,1.38622073333333,0.843738646666666,-0.48759234897658,0.485090411100931
1.28,6,12,5,1,4.01925,0.749296,0.908418124042314,0.06114388156643,0.029484889361723,0.7731,0.1601,0.0668,1,3738,0,1.66666666666667,1,1.06666666666667,1,0.25,1.53333333333333,1.2,1.61623746666667,0.990994,0.762945,1.52514513333333,0.195479193265656,-0.271554225573878
2.79,3,3,1,0,1.01101,0.25228,0.548978477936066,0.359531868247046,0.091489652877006,0.4153,0.3214,0.2633,1,3739,0,0.6,0.2,0.866666666666667,0.6,1,0.533333333333333,0.8,0.731434846666667,0.868742733333333,1.45359693333333,1.21639613333333,-0.747232098506139,-0.196222505609661
