7790,0,17.96320684628597,3.2
7839,0,14.84801054383646,4.5
8026,0,17.20377861929974,3.5
8037,0,13.66920164365686,4.75
9864,0,20.34502780195379,2.3
9865,0,22.21853935601725,4.2
9869,0,15.30183877254973,3.4
9878,0,15.54486494819302,3.8
9885,0,16.1450549133349,3.3
9914,0,19.73639637059284,2.62
9934,0,18.22637867978645,3.6
10000,0,18.23329746907253,2.88
10027,0,15.54215159689815,2.9
10028,0,18.52559656033499,3.700000000000001
10052,0,20.30981034563613,2.55
10073,0,16.05078089688627,3.5
10081,0,18.13941461444723,2.55
10132,0,18.06618914175328,3.6
11938,0,17.16746428830759,2.75
11958,0,20.49853934603021,3.4
8205,2,18.92693025981948,2.9
8352,0,14.83117494475035,3.5
8449,0,14.83585818222734,3.25
8472,0,14.61443270647022,5.5
8475,0,17.03766494504892,7
10252,0,17.86766319691307,2.75
10454,0,18.01495900305225,2.5
10508,0,13.47500177881238,4
10519,0,16.19809597668443,2.8
10531,0,17.84454930322958,3.5
8563,2,13.40122640855713,4
8575,0,23.90302675673901,1.9
8599,0,17.83061790247124,5
8754,0,15.26504492886123,3.6
8784,0,19.80558244366615,3.899999999999999
12676,0,13.98683274672443,4
8920,0,17.1366935963599,3.8
8933,0,15.33167979689171,3.3
9053,0,19.2963645633907,2.25
10983,0,20.56383597066245,2
11012,0,16.57660303194682,2.8
11062,0,14.13670457139826,3.5
11213,0,15.91169355994221,3.3
11301,0,21.48686866577883,2.25
11325,0,20.17116161583333,2.15
11530,0,15.72345997729102,3.2
13399,0,18.88077808118284,2.9
13406,0,19.26279937146654,2.9
9607,0,12.95562143786418,4.5
9641,2,15.72199467939365,2.75
9777,2,17.25007361957369,3.3
