2.75,3.3,2.8,0,0,1.92702,0.230358,0.7902202515641338,0.17293699982894944,0.03684181445310964,0.3102,0.2559,0.4339,1.0,3657,1,0.36363636363636365,-0.20467221273244363,-1.159016419399275,-0.4234393820152394,-1.0660331536098142
3.1,3.3,2.5,1,1,0.70219,0.835192,0.2810460452169406,0.36070231178160234,0.35825164287412375,0.4492,0.2828,0.268,1.0,3658,1,0.3225806451612903,0.2036456121155208,0.37035208137869746,-0.23200880342454772,0.5090201618448902
8.0,4.75,1.44,2,1,1.51873,0.651919,0.5826621430045167,0.25830134500767576,0.15903643407208679,0.1498,0.2108,0.6394,1.0,3659,0,0.125,-0.38162194474567723,-1.0469798657718121,-0.6506750364436171,-1.4266454736942253
1.13,11.0,21.0,7,2,4.45388,0.681236,0.9367307656822438,0.04284390169659056,0.0182108797725325,0.8492,0.1146,0.0362,1.0,3660,0,0.8849557522123894,0.4572407980391171,1.2370551201336246,1.0560544606165754,1.3462341648098617
2.0,3.4,4.333333333333334,2,0,1.65446,0.596086,0.6317140540975056,0.23781993499254866,0.13046581869773247,0.5134,0.299,0.1876,1.0,3661,0,0.5,-0.03831132980216356,-0.6711939865148242,-0.23922526422542728,-0.25613862576158875
1.22,7.5,13.0,1,0,1.95684,0.17504,0.8104499081257605,0.1628540520832485,0.026694946761534836,0.806,0.1425,0.0515,1.0,3662,0,0.819672131147541,0.30850637717760154,1.3778039968992097,0.9049172944246113,1.0275308372031597
4.75,4.2,1.73,2,1,0.873011,0.988468,0.30817573983065966,0.32142779879940636,0.37039646045448277,0.2227,0.2252,0.5521,1.0,3663,0,0.21052631578947367,-0.30573880280982024,-0.02419354838709742,-0.38229145241041007,-0.2535056991254427
3.2,3.1,2.55,1,1,1.05884,0.694013,0.4370681523823118,0.3259835530408943,0.2369482929966647,0.2978,0.2936,0.4087,1.0,3664,1,0.3125,0.09927578215527166,0.17433658309754796,-0.4270660830114785,0.2756257154786689
1.85,3.6,4.75,2,2,0.953278,0.950997,0.34171494083292764,0.31778895926152917,0.340496098939566,0.4999,0.2854,0.2146,1.0,3665,1,0.5405405405405405,0.10573848937075248,-0.20072305490698206,-0.27427899584783727,-0.2355516352473888
2.0,3.4,4.333333333333334,1,1,0.964277,0.155254,0.563918298069236,0.3771260926207624,0.058955608753992673,0.5163,0.272,0.2118,1.0,3666,1,0.5,-0.008334756918698893,-0.3989902301488427,-0.15837133274769416,-0.03726021762542561
